,Seat,ConstituencyTitle,CandidateName,Party,Votes,TotalValidVotes,TotalRejectedVotes,TotalVotes,TotalRegisteredVoters,Turnout,
1374,FAISALABAD-X,NA-84,SARDAR ZAFAR HUSSAIN KHAN,Jamaat-e-Islami Pakistan,2252,180364,4509,184873,308900,59.84 %,
1375,FAISALABAD-X,NA-84,TANVIR ABBAS BHATIA,Independent,189,180364,4509,184873,308900,59.84 %,
1376,FAISALABAD-XI,NA-85,ABDUR REHMAN WAHLA,Independent,108,197858,2496,200354,331974,60.35 %,
1377,FAISALABAD-XI,NA-85,ADNAN ABDULLAH,Independent,151,197858,2496,200354,331974,60.35 %,
1378,FAISALABAD-XI,NA-85,ANWAR ALI KHAN,Muttahida Qaumi Movement Pakistan,90,197858,2496,200354,331974,60.35 %,
1379,FAISALABAD-XI,NA-85,BRIGADIER MUMTAZ IQBAL KAHLON,Pakistan Tehreek-e-Insaf,55215,197858,2496,200354,331974,60.35 %,
1380,FAISALABAD-XI,NA-85,CHAUDHARY NASIR HABIB ADVOCATE,Independent,495,197858,2496,200354,331974,60.35 %,
1381,FAISALABAD-XI,NA-85,HAJI ABDUL LATIF ZARGAR,Independent,263,197858,2496,200354,331974,60.35 %,
1382,FAISALABAD-XI,NA-85,HAJI MUHAMMAD AKRAM ANSARI,Pakistan Muslim League (N),124591,197858,2496,200354,331974,60.35 %,
1383,FAISALABAD-XI,NA-85,ILHAAJ MUHAMMAD HASSAN CHAUDHRY,Pakistan Islami Justice Party,54,197858,2496,200354,331974,60.35 %,
1384,FAISALABAD-XI,NA-85,MALIK EHSAAN UL HAQ,Independent,73,197858,2496,200354,331974,60.35 %,
1385,FAISALABAD-XI,NA-85,MALIK SARDAR MUHAMMAD TRALAY WALA,Pakistan Peoples Party Parliamentarians,11174,197858,2496,200354,331974,60.35 %,
1386,FAISALABAD-XI,NA-85,MIAN ABDUL QAYUM,Awami Workers Party,1090,197858,2496,200354,331974,60.35 %,
1387,FAISALABAD-XI,NA-85,MUHAMMAD ALI SHEHBAZ,Independent,1720,197858,2496,200354,331974,60.35 %,
1388,FAISALABAD-XI,NA-85,MUMTAZ SAHIB TAJ,Independent,216,197858,2496,200354,331974,60.35 %,
1389,FAISALABAD-XI,NA-85,RANA MUHAMMAD YASIN,Independent,37,197858,2496,200354,331974,60.35 %,
1390,FAISALABAD-XI,NA-85,SAYYEDA NIGHAT ISHFAQ,Awami Justice Party,152,197858,2496,200354,331974,60.35 %,
1391,FAISALABAD-XI,NA-85,SHEIKH MUHAMMAD MUSHTAQ,Jamaat-e-Islami Pakistan,2131,197858,2496,200354,331974,60.35 %,
1392,FAISALABAD-XI,NA-85,SHEIKH RASHID MEHMOOD,Independent,298,197858,2496,200354,331974,60.35 %,
1393,Chiniot-I (Old  NA-86 Jhang-I,NA-86,Abbas Ali Shah,Independent,1125,178119,5827,183946,289317,63.58 %,
1394,Chiniot-I (Old  NA-86 Jhang-I,NA-86,Abdul Qayyum,Jamaat-e-Islami Pakistan,826,178119,5827,183946,289317,63.58 %,
1395,Chiniot-I (Old  NA-86 Jhang-I,NA-86,Ali Raza Asif,Independent,317,178119,5827,183946,289317,63.58 %,
1396,Chiniot-I (Old  NA-86 Jhang-I,NA-86,Manzoor Ahmad Jappa,Independent,6299,178119,5827,183946,289317,63.58 %,
1397,Chiniot-I (Old  NA-86 Jhang-I,NA-86,Mehar Arshad Qamar Girwah,Independent,289,178119,5827,183946,289317,63.58 %,
1398,Chiniot-I (Old  NA-86 Jhang-I,NA-86,Mufti Muhamamd Shoaib,Independent,177,178119,5827,183946,289317,63.58 %,
1399,Chiniot-I (Old  NA-86 Jhang-I,NA-86,Muhammad Ashraf Khan Chadhar,Independent,78,178119,5827,183946,289317,63.58 %,
1400,Chiniot-I (Old  NA-86 Jhang-I,NA-86,Mumtaz Hussain,Independent,444,178119,5827,183946,289317,63.58 %,
1401,Chiniot-I (Old  NA-86 Jhang-I,NA-86,Qaiser Ahmad Sheikh,Pakistan Muslim League (N),77512,178119,5827,183946,289317,63.58 %,
1402,Chiniot-I (Old  NA-86 Jhang-I,NA-86,Rana Tajammul Waseem,Independent,161,178119,5827,183946,289317,63.58 %,
1403,Chiniot-I (Old  NA-86 Jhang-I,NA-86,Sheikh Qaiser Mahmood,Independent,18643,178119,5827,183946,289317,63.58 %,
1404,Chiniot-I (Old  NA-86 Jhang-I,NA-86,Syed Ali Abbas Kazmi,All Pakistan Muslim League,240,178119,5827,183946,289317,63.58 %,
1405,Chiniot-I (Old  NA-86 Jhang-I,NA-86,Syed Inayat Ali Shah,Pakistan Tehreek-e-Insaf,24998,178119,5827,183946,289317,63.58 %,
1406,Chiniot-I (Old  NA-86 Jhang-I,NA-86,Syed Zulfiqar Ali Shah,Independent,625,178119,5827,183946,289317,63.58 %,
1407,Chiniot-I (Old  NA-86 Jhang-I,NA-86,Umar Farooq,MUTAHIDA DEENI MAHAZ,127,178119,5827,183946,289317,63.58 %,
1408,Chiniot-I (Old  NA-86 Jhang-I,NA-86,Zulfiqar Ali Shah,Pakistan Peoples Party Parliamentarians,46258,178119,5827,183946,289317,63.58 %,
1409,Chiniot-II Cum-Jhang (Old NA-88 Jhang-III,NA-87,Chaudhry Rehmat Ali Khan Bhatti,Independent,575,206990,8488,215478,367617,58.61 %,
1410,Chiniot-II Cum-Jhang (Old NA-88 Jhang-III,NA-87,Chaudhry Sajid Ali Chadhar,Jamaat-e-Islami Pakistan,11123,206990,8488,215478,367617,58.61 %,
1411,Chiniot-II Cum-Jhang (Old NA-88 Jhang-III,NA-87,Ghulam Akbar,Independent,437,206990,8488,215478,367617,58.61 %,
1412,Chiniot-II Cum-Jhang (Old NA-88 Jhang-III,NA-87,Ghulam Muhammad Lali,Pakistan Muslim League (N),93651,206990,8488,215478,367617,58.61 %,
1413,Chiniot-II Cum-Jhang (Old NA-88 Jhang-III,NA-87,Makhdoom Syed Faisal Saleh Hayat,Independent,80541,206990,8488,215478,367617,58.61 %,
1414,Chiniot-II Cum-Jhang (Old NA-88 Jhang-III,NA-87,Malik Tanveer Hussain,Muttahida Qaumi Movement Pakistan,279,206990,8488,215478,367617,58.61 %,
1415,Chiniot-II Cum-Jhang (Old NA-88 Jhang-III,NA-87,Manzoor Ali Khan,Independent,528,206990,8488,215478,367617,58.61 %,
1416,Chiniot-II Cum-Jhang (Old NA-88 Jhang-III,NA-87,Muhammad Ahsan Lali,Independent,1744,206990,8488,215478,367617,58.61 %,
1417,Chiniot-II Cum-Jhang (Old NA-88 Jhang-III,NA-87,Rai Riaz Hussain,Independent,258,206990,8488,215478,367617,58.61 %,
1418,Chiniot-II Cum-Jhang (Old NA-88 Jhang-III,NA-87,Sarfraz Ahmad Bhatti,Independent,634,206990,8488,215478,367617,58.61 %,
1419,Chiniot-II Cum-Jhang (Old NA-88 Jhang-III,NA-87,Syed Abid Hussain Imam,Pakistan Peoples Party Parliamentarians,17220,206990,8488,215478,367617,58.61 %,
1420,Jhang-  Cum-Chiniot (Old NA-87 Jhang-II,NA-88,AHMAD HASSAN BHARWANA,Independent,563,172084,7309,179393,277976,64.54 %,
1421,Jhang-  Cum-Chiniot (Old NA-87 Jhang-II,NA-88,FOZIA ASHRAF,Pakistan Muslim League (J),623,172084,7309,179393,277976,64.54 %,
1422,Jhang-  Cum-Chiniot (Old NA-87 Jhang-II,NA-88,GHULAM BIBI BHARWANA,Pakistan Muslim League (N),87002,172084,7309,179393,277976,64.54 %,
1423,Jhang-  Cum-Chiniot (Old NA-87 Jhang-II,NA-88,GHULAM MUHAMMAD RAJOKA,Muttahida Qaumi Movement Pakistan,189,172084,7309,179393,277976,64.54 %,
1424,Jhang-  Cum-Chiniot (Old NA-87 Jhang-II,NA-88,KHAWAJA ATTA ULLAH KHAN TONSA SHARIF,Pakistan Peoples Party Parliamentarians,6784,172084,7309,179393,277976,64.54 %,
1425,Jhang-  Cum-Chiniot (Old NA-87 Jhang-II,NA-88,MAKHDOOM ZADA SYED ASAD HAYAT,Independent,68850,172084,7309,179393,277976,64.54 %,
1426,Jhang-  Cum-Chiniot (Old NA-87 Jhang-II,NA-88,MOLANA ABDUL WAHEED,MUTAHIDA DEENI MAHAZ,909,172084,7309,179393,277976,64.54 %,
1427,Jhang-  Cum-Chiniot (Old NA-87 Jhang-II,NA-88,QAZI MUHAMMAD IQBAL,Independent,2297,172084,7309,179393,277976,64.54 %,
1428,Jhang-  Cum-Chiniot (Old NA-87 Jhang-II,NA-88,SHAIKH HAKIM ALI,Independent,199,172084,7309,179393,277976,64.54 %,
1429,Jhang-  Cum-Chiniot (Old NA-87 Jhang-II,NA-88,TAHIR KHAN BLOUCH ADVOCATE,Independent,1092,172084,7309,179393,277976,64.54 %,
1430,Jhang-  Cum-Chiniot (Old NA-87 Jhang-II,NA-88,ZAFAR JAMAL KHAN ADVOCATE,Jamaat-e-Islami Pakistan,3576,172084,7309,179393,277976,64.54 %,
1431,Jhang-I (Old NA-89 Jhang-IV,NA-89,Abdul Jabbar Khan,Jamaat-e-Islami Pakistan,1144,168977,4441,171418,290555,59.00 %,
1432,Jhang-I (Old NA-89 Jhang-IV,NA-89,Aman Ullah Khan Sial,Independent,1551,168977,4441,171418,290555,59.00 %,
1433,Jhang-I (Old NA-89 Jhang-IV,NA-89,Arif Jamal,Muttahida Qaumi Movement Pakistan,103,168977,4441,171418,290555,59.00 %,
1434,Jhang-I (Old NA-89 Jhang-IV,NA-89,Choudhary Muhammad Rafi,Pakistan Falah Party,29,168977,4441,171418,290555,59.00 %,
1435,Jhang-I (Old NA-89 Jhang-IV,NA-89,Fawad Akram,Independent,34,168977,4441,171418,290555,59.00 %,
1436,Jhang-I (Old NA-89 Jhang-IV,NA-89,Ghulam Rasool,Jamhoori Wattan Party,64,168977,4441,171418,290555,59.00 %,
1437,Jhang-I (Old NA-89 Jhang-IV,NA-89,Malik Muhammad Arshad urf Achi,Independent,209,168977,4441,171418,290555,59.00 %,
1438,Jhang-I (Old NA-89 Jhang-IV,NA-89,Mian Muhammad Shahbaz Janjua,Independent,107,168977,4441,171418,290555,59.00 %,
1439,Jhang-I (Old NA-89 Jhang-IV,NA-89,Molana Abdul Ghafoor Jhangvi,Independent,58,168977,4441,171418,290555,59.00 %,
1440,Jhang-I (Old NA-89 Jhang-IV,NA-89,Molana Muhammad Ahmad Ludhianvi,MUTAHIDA DEENI MAHAZ,71598,168977,4441,171418,290555,59.00 %,
1441,Jhang-I (Old NA-89 Jhang-IV,NA-89,Muhammad Hasan Raza Amir Sargana,Independent,111,168977,4441,171418,290555,59.00 %,
1442,Jhang-I (Old NA-89 Jhang-IV,NA-89,Rashida Yaqoob,Independent,583,168977,4441,171418,290555,59.00 %,
1443,Jhang-I (Old NA-89 Jhang-IV,NA-89,Sardaran Begum,Independent,92,168977,4441,171418,290555,59.00 %,
1444,Jhang-I (Old NA-89 Jhang-IV,NA-89,Sheikh Danial Iqbal,Independent,2463,168977,4441,171418,290555,59.00 %,
1445,Jhang-I (Old NA-89 Jhang-IV,NA-89,Sheikh Muhammad Akram,Pakistan Muslim League (N),74324,168977,4441,171418,290555,59.00 %,
1446,Jhang-I (Old NA-89 Jhang-IV,NA-89,Sheikh Nawaz Akram,Independent,1341,168977,4441,171418,290555,59.00 %,
1447,Jhang-I (Old NA-89 Jhang-IV,NA-89,Sheikh Sheraz Akram,Independent,924,168977,4441,171418,290555,59.00 %,
1448,Jhang-I (Old NA-89 Jhang-IV,NA-89,Sheikh Waheed Ahmad,Independent,345,168977,4441,171418,290555,59.00 %,
1449,Jhang-I (Old NA-89 Jhang-IV,NA-89,Sheikh Waqar Ahmad Advocate,Pakistan Tehreek-e-Insaf,8236,168977,4441,171418,290555,59.00 %,
1450,Jhang-I (Old NA-89 Jhang-IV,NA-89,Syed Tariq Gilani,Pakistan Peoples Party Parliamentarians,3431,168977,4441,171418,290555,59.00 %,
1451,Jhang-I (Old NA-89 Jhang-IV,NA-89,Tamkanat ul Muntaha Hashmi Advocate,Independent,220,168977,4441,171418,290555,59.00 %,
1452,Jhang-II (Old NA-90 Jhang-V,NA-90,ABDUL QUDOOS  AWAN,Pakistan Peoples Party Parliamentarians,423,152655,7256,159911,238856,66.67 %,
1453,Jhang-II (Old NA-90 Jhang-V,NA-90,AKHLAQ AHMED,Independent,169,152655,7256,159911,238856,66.67 %,
1454,Jhang-II (Old NA-90 Jhang-V,NA-90,BRIG R ABID HUSSAIN JANJIANA,Independent,16762,152655,7256,159911,238856,66.67 %,
1455,Jhang-II (Old NA-90 Jhang-V,NA-90,CH MUHAMMAD ANWAR,Independent,701,152655,7256,159911,238856,66.67 %,
1456,Jhang-II (Old NA-90 Jhang-V,NA-90,HAJI MUHAMMAD GULZAR AWAN,Pakistan Amn Party,28,152655,7256,159911,238856,66.67 %,
1457,Jhang-II (Old NA-90 Jhang-V,NA-90,HAJI MUHAMMAD IRSHAD  MUND,Jamaat-e-Islami Pakistan,388,152655,7256,159911,238856,66.67 %,
1458,Jhang-II (Old NA-90 Jhang-V,NA-90,MUHAMMAD RAMZAN GHALLU,Independent,216,152655,7256,159911,238856,66.67 %,
1459,Jhang-II (Old NA-90 Jhang-V,NA-90,MULANA MUHAMMAD ASIF MOAVIA SIAL,MUTAHIDA DEENI MAHAZ,37794,152655,7256,159911,238856,66.67 %,
1460,Jhang-II (Old NA-90 Jhang-V,NA-90,MULAZIM HUSSAIN JAFARI,Independent,96,152655,7256,159911,238856,66.67 %,
1461,Jhang-II (Old NA-90 Jhang-V,NA-90,MUMTAZ HUSSAIN,Independent,183,152655,7256,159911,238856,66.67 %,
1462,Jhang-II (Old NA-90 Jhang-V,NA-90,SAHIBZADA MOHAMMAD NAZIR,Independent,52106,152655,7256,159911,238856,66.67 %,
1463,Jhang-II (Old NA-90 Jhang-V,NA-90,SAIMA AKHTAR BHARWANA,Pakistan Muslim League (N),41620,152655,7256,159911,238856,66.67 %,
1464,Jhang-II (Old NA-90 Jhang-V,NA-90,SALEEM MAHMOOD KAMLANA SIAL,Pakistan Tehreek-e-Insaf,1890,152655,7256,159911,238856,66.67 %,
1465,Jhang-II (Old NA-90 Jhang-V,NA-90,SYED RIFFAT HUSSAIN SHAH,Muttahida Qaumi Movement Pakistan,279,152655,7256,159911,238856,66.67 %,
1466,Jhang-III(Old NA-91 Jhang-VI,NA-91,Khan Mazhar Abbas Khan Rajbana,Independent,539,183806,6247,189251,279042,67.82 %,
1467,Jhang-III(Old NA-91 Jhang-VI,NA-91,Mohammad Ameer Sultan,Independent,1500,183806,6247,189251,279042,67.82 %,
1468,Jhang-III(Old NA-91 Jhang-VI,NA-91,Muhammad Mehboob Sultan,Pakistan Muslim League (N),87048,183806,6247,189251,279042,67.82 %,
1469,Jhang-III(Old NA-91 Jhang-VI,NA-91,Mujahid Abbas Khan,Muttahida Qaumi Movement Pakistan,1339,183806,6247,189251,279042,67.82 %,
1470,Jhang-III(Old NA-91 Jhang-VI,NA-91,Nadeem Mumtaz Qureshi,Mustaqbil Pakistan,1311,183806,6247,189251,279042,67.82 %,
1471,Jhang-III(Old NA-91 Jhang-VI,NA-91,Najaf Abbas Sial,Independent,91301,183806,6247,189251,279042,67.82 %,
1472,Jhang-III(Old NA-91 Jhang-VI,NA-91,Sardar Azhar Ali Mekan,Pakistan Peoples Party Parliamentarians,768,183806,6247,189251,279042,67.82 %,
1473,TOBA TEK SINGH-I,NA-92,CHAUDHARY MUHAMMAD ADNAN MUSHTAQ CHANJOTRA,Ghareeb Awam Party,174,216146,8058,218731,354476,60.70 %,
1474,TOBA TEK SINGH-I,NA-92,CHAUDHRY KHALID JAVED WARRAICH,Pakistan Muslim League (N),91903,216146,8058,218731,354476,60.70 %,
1475,TOBA TEK SINGH-I,NA-92,CHAUDHRY MUHAMMAD AKRAM NAZEER,Independent,296,216146,8058,218731,354476,60.70 %,
1476,TOBA TEK SINGH-I,NA-92,HAJI KHALID MEHMOOD CHATHA,Pakistan Tehreek-e-Insaf,12248,216146,8058,218731,354476,60.70 %,
1477,TOBA TEK SINGH-I,NA-92,HAJI MUHAMMAD ISHAQ,Pakistan Peoples Party Parliamentarians,6544,216146,8058,218731,354476,60.70 %,
1478,TOBA TEK SINGH-I,NA-92,MALIK KHALIQ DAD,Pashtoonkhwa Milli Awami Party,67,216146,8058,218731,354476,60.70 %,
1479,TOBA TEK SINGH-I,NA-92,MALIK MUHAMMAD KAMRAN YOUNIS,Independent,208,216146,8058,218731,354476,60.70 %,
1480,TOBA TEK SINGH-I,NA-92,MRS AMJAD ALI WARRAICH,Pakistan National Muslim League,36871,216146,8058,218731,354476,60.70 %,
1481,TOBA TEK SINGH-I,NA-92,QARI MUHAMMAD ASIF GUJJAR,Jamaat-e-Islami Pakistan,2200,216146,8058,218731,354476,60.70 %,
1482,TOBA TEK SINGH-I,NA-92,RANI DOUGAL,Independent,585,216146,8058,218731,354476,60.70 %,
1483,TOBA TEK SINGH-I,NA-92,UMER FAROOQ,Independent,630,216146,8058,218731,354476,60.70 %,
1484,TOBA TEK SINGH-I,NA-92,USAMA HAMZA,Independent,61961,216146,8058,218731,354476,60.70 %,
1485,TOBA TEK SINGH-I,NA-92,ZEESHAN HASAN SIDHU ADVOCATE,Muttahida Qaumi Movement Pakistan,167,216146,8058,218731,354476,60.70 %,
1486,TOBA TEK SINGH-II,NA-93,ANWAAR UL HAQ,Independent,139,221817,5795,227220,352845,64.40 %,
1487,TOBA TEK SINGH-II,NA-93,CHAUDHRY IFTIKHAR AHMED SIDDHU ADVOCATE,Muttahida Qaumi Movement Pakistan,241,221817,5795,227220,352845,64.40 %,
1488,TOBA TEK SINGH-II,NA-93,CHAUDHRY MUHAMMAD ASHFAQ,Pakistan Tehreek-e-Insaf,95490,221817,5795,227220,352845,64.40 %,
1489,TOBA TEK SINGH-II,NA-93,DOCTOR MUHAMMAD ASLAM JAVAID AWAN,Jamiat Ulama-e-Pakistan  (Noorani),190,221817,5795,227220,352845,64.40 %,
1490,TOBA TEK SINGH-II,NA-93,FARZAND ALI RASHID,Independent,235,221817,5795,227220,352845,64.40 %,
1491,TOBA TEK SINGH-II,NA-93,HAJI MIAN MUHAMMAD  IQBAL LALA,Independent,62,221817,5795,227220,352845,64.40 %,
1492,TOBA TEK SINGH-II,NA-93,MUHAMMAD ABBAS,Pakistan Peoples Party Parliamentarians,1623,221817,5795,227220,352845,64.40 %,
1493,TOBA TEK SINGH-II,NA-93,MUHAMMAD JUNAID ANWAAR CHAUDHRY,Pakistan Muslim League (N),117534,221817,5795,227220,352845,64.40 %,
1494,TOBA TEK SINGH-II,NA-93,NEELAM JABBAR CHAUDHRY,Independent,340,221817,5795,227220,352845,64.40 %,
1495,TOBA TEK SINGH-II,NA-93,RANA ZAFAR IQBAL,Independent,2110,221817,5795,227220,352845,64.40 %,
1496,TOBA TEK SINGH-II,NA-93,RANI DUGAL,Independent,113,221817,5795,227220,352845,64.40 %,
1497,TOBA TEK SINGH-II,NA-93,SAJJAD AHMED SOHAL,Pakistan National Muslim League,3395,221817,5795,227220,352845,64.40 %,
1498,TOBA TEK SINGH-II,NA-93,SOBIA JUNAID,Independent,246,221817,5795,227220,352845,64.40 %,
1499,TOBA TEK SINGH-II,NA-93,YAMEEN UR REHMAN ALIAS SHAFI MOBILE WALAY,Independent,99,221817,5795,227220,352845,64.40 %,
1500,TOBA TEK SINGH-III,NA-94,Abdul Waseem Khan Ghouri,Muttahida Qaumi Movement Pakistan,86,242627,8291,246020,385561,63.80 %,
1501,TOBA TEK SINGH-III,NA-94,Ayesha Raza Farooq,Independent,60,242627,8291,246020,385561,63.80 %,
1502,TOBA TEK SINGH-III,NA-94,Ch Asad Ur Rehman,Pakistan Muslim League (N),103581,242627,8291,246020,385561,63.80 %,
1503,TOBA TEK SINGH-III,NA-94,Dilshad Ahmad Chaudhry,Independent,1284,242627,8291,246020,385561,63.80 %,
1504,TOBA TEK SINGH-III,NA-94,Dr Maqsood Ahmed Shanawar,Independent,792,242627,8291,246020,385561,63.80 %,
1505,TOBA TEK SINGH-III,NA-94,Farooq Gujjar,Independent,54,242627,8291,246020,385561,63.80 %,
1506,TOBA TEK SINGH-III,NA-94,Muhammad Irshad Anwar,Jamaat-e-Islami Pakistan,452,242627,8291,246020,385561,63.80 %,
1507,TOBA TEK SINGH-III,NA-94,Muhammad Khaliq Siddique,All Pakistan Muslim League,117,242627,8291,246020,385561,63.80 %,
1508,TOBA TEK SINGH-III,NA-94,Mustafa Rumdey,Independent,60,242627,8291,246020,385561,63.80 %,
1509,TOBA TEK SINGH-III,NA-94,Riaz Fatyana,Independent,66960,242627,8291,246020,385561,63.80 %,
1510,TOBA TEK SINGH-III,NA-94,Sardar Siddique Akbar Khatana Advocate,Independent,570,242627,8291,246020,385561,63.80 %,
1511,TOBA TEK SINGH-III,NA-94,Sarwar Chaudhri,Independent,689,242627,8291,246020,385561,63.80 %,
1512,TOBA TEK SINGH-III,NA-94,Shahbaz Fateh,Independent,253,242627,8291,246020,385561,63.80 %,
1513,TOBA TEK SINGH-III,NA-94,Syed Asad Abbas Shah,Independent,36,242627,8291,246020,385561,63.80 %,
1514,TOBA TEK SINGH-III,NA-94,Syed Qutab Ali Shah alias Ali Baba,Pakistan Peoples Party Parliamentarians,66372,242627,8291,246020,385561,63.80 %,
1515,TOBA TEK SINGH-III,NA-94,Zahid Imran,Independent,1216,242627,8291,246020,385561,63.80 %,
1516,TOBA TEK SINGH-III,NA-94,Zahoor Ul Haq,Independent,45,242627,8291,246020,385561,63.80 %,
1517,GUJRANWALA-I,NA-95,ABDUL KAREEM,Muttahida Qaumi Movement Pakistan,853,166280,2961,169135,318739,53.06 %,
1518,GUJRANWALA-I,NA-95,ALI ASHRAF,Pakistan Tehreek-e-Insaf,27838,166280,2961,169135,318739,53.06 %,
1519,GUJRANWALA-I,NA-95,Ch Muhammad Saddique,Pakistan Peoples Party Parliamentarians,15937,166280,2961,169135,318739,53.06 %,
1520,GUJRANWALA-I,NA-95,Ch Muhammad Waeem,Independent,28,166280,2961,169135,318739,53.06 %,
1521,GUJRANWALA-I,NA-95,CHAND FAISAL,MUTAHIDA DEENI MAHAZ,151,166280,2961,169135,318739,53.06 %,
1522,GUJRANWALA-I,NA-95,CHAUDHARY KHALID ZAFAR SANSI,Independent,9,166280,2961,169135,318739,53.06 %,
1523,GUJRANWALA-I,NA-95,CHAUDHARY MUHAMMAD WASEEM,Millat Party,0,166280,2961,169135,318739,53.06 %,
1524,GUJRANWALA-I,NA-95,CHUDHARY ANSAR NUTT,Independent,13,166280,2961,169135,318739,53.06 %,
1525,GUJRANWALA-I,NA-95,CHUDHARY MUHAMMAD SADDIQUE,Millat Party,0,166280,2961,169135,318739,53.06 %,
1526,GUJRANWALA-I,NA-95,HAFIZ MUHAMMAD JAMEEL AHMED,Jamiat Ulama-e-Islam (F),542,166280,2961,169135,318739,53.06 %,
1527,GUJRANWALA-I,NA-95,IZZAT MAAB,Independent,6,166280,2961,169135,318739,53.06 %,
1528,GUJRANWALA-I,NA-95,JAWWAD IQBAL REHAN ADVOCATE,Independent,354,166280,2961,169135,318739,53.06 %,
1529,GUJRANWALA-I,NA-95,KALEEM AHMAD BHATTI,Independent,28,166280,2961,169135,318739,53.06 %,
1530,GUJRANWALA-I,NA-95,KHYZER HAYAT DOGER,Independent,70,166280,2961,169135,318739,53.06 %,
1531,GUJRANWALA-I,NA-95,MOHAMMAD TARIQ JAVED DAR,Jamaat-e-Islami Pakistan,2919,166280,2961,169135,318739,53.06 %,
1532,GUJRANWALA-I,NA-95,MUHAMMAD AMIN BUTT,Independent,27,166280,2961,169135,318739,53.06 %,
1533,GUJRANWALA-I,NA-95,MUHAMMAD ASHRAFI,Independent,8444,166280,2961,169135,318739,53.06 %,
1534,GUJRANWALA-I,NA-95,MUHAMMAD ASIM ANEES,Independent,39,166280,2961,169135,318739,53.06 %,
1535,GUJRANWALA-I,NA-95,MUHAMMAD FAROOQ MALIK,Independent,166,166280,2961,169135,318739,53.06 %,
1536,GUJRANWALA-I,NA-95,MUHAMMAD MUTAHAR RAMZAN,Pakistan Muslim League (J),58,166280,2961,169135,318739,53.06 %,
1537,GUJRANWALA-I,NA-95,SHOKAT ALI,Independent,9,166280,2961,169135,318739,53.06 %,
1538,GUJRANWALA-I,NA-95,UMAR NAWAZ CHOHAN,Independent,75,166280,2961,169135,318739,53.06 %,
1539,GUJRANWALA-I,NA-95,USMAN ASHRAF,Independent,257,166280,2961,169135,318739,53.06 %,
1540,GUJRANWALA-I,NA-95,USMAN IBRAHIM,Pakistan Muslim League (N),108457,166280,2961,169135,318739,53.06 %,
1541,GUJRANWALA-II,NA-96,ALI SHABBIR,Independent,44,154948,2997,154760,303568,52 %,
1542,GUJRANWALA-II,NA-96,ATIF FAREED SABIR KHAN,Independent,25,154948,2997,154760,303568,52 %,
1543,GUJRANWALA-II,NA-96,CH MUHAMMAD NAZIR,Independent,144,154948,2997,154760,303568,52 %,
1544,GUJRANWALA-II,NA-96,CH MUHAMMAD SAEED GUJAR,Pakistan Peoples Party Parliamentarians,13667,154948,2997,154760,303568,52 %,
1545,GUJRANWALA-II,NA-96,ENGR KHURRAM DASTGIR KHAN,Pakistan Muslim League (N),105182,154948,2997,154760,303568,52 %,
1546,GUJRANWALA-II,NA-96,FASAIL SAEED,Independent,15,154948,2997,154760,303568,52 %,
1547,GUJRANWALA-II,NA-96,HAFIZ RANA MUHAMMAD USMAN SHAKAR,MUTAHIDA DEENI MAHAZ,102,154948,2997,154760,303568,52 %,
1548,GUJRANWALA-II,NA-96,HAMEED U DEEN AWAN,Jamaat-e-Islami Pakistan,3536,154948,2997,154760,303568,52 %,
1549,GUJRANWALA-II,NA-96,Khawaja Anwaar Ahmed Sheikh,Independent,89,154948,2997,154760,303568,52 %,
1550,GUJRANWALA-II,NA-96,KHAWJA ANWAAR AHMAD SHEIKH,Millat Party,0,154948,2997,154760,303568,52 %,
1551,GUJRANWALA-II,NA-96,MIRZA JAHANGIR BAIG,Independent,13,154948,2997,154760,303568,52 %,
1552,GUJRANWALA-II,NA-96,MUHAMMAD SHABBIR,Independent,58,154948,2997,154760,303568,52 %,
1553,GUJRANWALA-II,NA-96,MUHAMMAD SHAH ZAMAN,Jamiat Ulama-e-Islam (F),461,154948,2997,154760,303568,52 %,
1554,GUJRANWALA-II,NA-96,MUSHTAQ AHMAD,Independent,26,154948,2997,154760,303568,52 %,
1555,GUJRANWALA-II,NA-96,QAISER MAHMOOD HAJI NAQSHBANDI,Independent,11,154948,2997,154760,303568,52 %,
1556,GUJRANWALA-II,NA-96,RANA ABDUL REHMAN SULTANI,Muttahida Qaumi Movement Pakistan,36,154948,2997,154760,303568,52 %,
1557,GUJRANWALA-II,NA-96,RANA ARSHAD SAEED KHAN,All Pakistan Muslim League,42,154948,2997,154760,303568,52 %,
1558,GUJRANWALA-II,NA-96,RAZA HAMEED,Independent,146,154948,2997,154760,303568,52 %,
1559,GUJRANWALA-II,NA-96,S A HAMEED,Pakistan Tehreek-e-Insaf,30097,154948,2997,154760,303568,52 %,
1560,GUJRANWALA-II,NA-96,SHABRAZ ABBAS AWAN,Independent,812,154948,2997,154760,303568,52 %,
1561,GUJRANWALA-II,NA-96,SHEIKH NAVEED,Independent,44,154948,2997,154760,303568,52 %,
1562,GUJRANWALA-III,NA-97,ABDUL SATTAR SHAKIR,Independent,450,167431,4228,171510,328632,52.18 %,
1563,GUJRANWALA-III,NA-97,CHAUDHRY MAHMOOD BASHIR VIRK,Pakistan Muslim League (N),104638,167431,4228,171510,328632,52.18 %,
1564,GUJRANWALA-III,NA-97,CHAUDHRY MUHAMMAD ANWAR BHINDER,Pakistan Muslim League,16128,167431,4228,171510,328632,52.18 %,
