,Seat,ConstituencyTitle,CandidateName,Party,Votes,TotalValidVotes,TotalRejectedVotes,TotalVotes,TotalRegisteredVoters,Turnout
868,M.B.Din-I,NA-108,Zafarullah Tarar,Pakistan Muslim League,39789,182659,5054,187602,338597,55.41 %
869,M.B.Din-II,NA-109,Ch.Manzoor Hussain Dhudra,Independent,1301,165013,4725,169735,309950,55 %
870,M.B.Din-II,NA-109,Furrkah Sohail Gondal,Independent,821,165013,4725,169735,309950,55 %
871,M.B.Din-II,NA-109,Imtiaz Ahmad Gondal,Pakistan Muslim League (N),21239,165013,4725,169735,309950,55 %
872,M.B.Din-II,NA-109,Nasir Iqbal Busal,Pakistan Muslim League,67489,165013,4725,169735,309950,55 %
873,M.B.Din-II,NA-109,Nazar Muhammad Gondal,Pakistan Peoples Party Parliamentarians,74163,165013,4725,169735,309950,55 %
874,Sialkot-I,NA-110,Khawaja Muhammad Asif.,Pakistan Muslim League (N),73007,114825,3295,118120,275969,42.80 %
875,Sialkot-I,NA-110,Mian Muhammad Riaz.,Pakistan Muslim League,9498,114825,3295,118120,275969,42.80 %
876,Sialkot-I,NA-110,Prof.Muhammad Sagheer Choudhary.,Muttahida Qaumi Movement Pakistan,163,114825,3295,118120,275969,42.80 %
877,Sialkot-I,NA-110,Zahid Pervaiz alias Zahid Bashir.,Pakistan Peoples Party Parliamentarians,32157,114825,3295,118120,275969,42.80 %
878,Sialkot-II,NA-111,Adrees Bajwa.,Pakistan Muslim League (N),38193,163783,7536,171317,307465,55.7 %
879,Sialkot-II,NA-111,Ch.Amir Hussain.,Pakistan Muslim League,46372,163783,7536,171317,307465,55.7 %
880,Sialkot-II,NA-111,Ch.Manzoor Hussain.,Independent,293,163783,7536,171317,307465,55.7 %
881,Sialkot-II,NA-111,Dr. Fardos Ashiq Awan.,Pakistan Peoples Party Parliamentarians,78925,163783,7536,171317,307465,55.7 %
882,Sialkot-III,NA-112,Ch.Adrees Ahmed Cheema,Independent,48,164695,4979,168516,302932,55.63 %
883,Sialkot-III,NA-112,Ch.Shujat Hussain,Pakistan Muslim League,42713,164695,4979,168516,302932,55.63 %
884,Sialkot-III,NA-112,Lt.Col.(R) Sultan Sikandar Ghumman.,Pakistan Peoples Party Parliamentarians,29477,164695,4979,168516,302932,55.63 %
885,Sialkot-III,NA-112,Rana Abdul Rahim Bin Rana Shamim Ahmed Khan,Independent,149,164695,4979,168516,302932,55.63 %
886,Sialkot-III,NA-112,Rana Abdul Sattar Bin Rana Shamim Ahmed Khan,Pakistan Muslim League (N),92182,164695,4979,168516,302932,55.63 %
887,Sialkot-III,NA-112,Sheikh Shafiq ur Rehman,Independent,126,164695,4979,168516,302932,55.63 %
888,Sialkot-IV,NA-113,Agha Abdul Rauf Chaudhry,Independent,69,155414,5996,161406,292273,55.02 %
889,Sialkot-IV,NA-113,Ahmed Jalal Sahi,Independent,172,155414,5996,161406,292273,55.02 %
890,Sialkot-IV,NA-113,Ali Asjad Malhi,Pakistan Muslim League,39186,155414,5996,161406,292273,55.02 %
891,Sialkot-IV,NA-113,Ch. Shah Nawaz Bhalli,Independent,50,155414,5996,161406,292273,55.02 %
892,Sialkot-IV,NA-113,Ch.Abdul Sattar,Independent,87,155414,5996,161406,292273,55.02 %
893,Sialkot-IV,NA-113,Dr.Zaheer-ul-Hassan Rizvi,Pakistan Peoples Party Parliamentarians,31996,155414,5996,161406,292273,55.02 %
894,Sialkot-IV,NA-113,Mirza Abdul Qayyum,Independent,4522,155414,5996,161406,292273,55.02 %
895,Sialkot-IV,NA-113,Munawar Ahmed Gill,Independent,1513,155414,5996,161406,292273,55.02 %
896,Sialkot-IV,NA-113,Sahabzada Syed Murtaza Amin,Pakistan Muslim League (N),77819,155414,5996,161406,292273,55.02 %
897,Sialkot-V,NA-114,Abbas Ali,Independent,201,175113,6008,181109,305217,59 %
898,Sialkot-V,NA-114,Ch: Abdul Sattar,Pakistan Muslim League,56343,175113,6008,181109,305217,59 %
899,Sialkot-V,NA-114,Ghulam Abbas,Pakistan Peoples Party Parliamentarians,55797,175113,6008,181109,305217,59 %
900,Sialkot-V,NA-114,Mufti Muhammad Younas,MUTTHIDA MAJLIS-E-AMAL PAKISTAN,410,175113,6008,181109,305217,59 %
901,Sialkot-V,NA-114,Zahid Hamid,Pakistan Muslim League (N),62362,175113,6008,181109,305217,59 %
902,Narowal-I,NA-115,Muhammad Akbar Kahloon,Independent,83,111256,3594,114946,202087,56.87 %
903,Narowal-I,NA-115,Muhammad Farooq Akbar,Independent,171,111256,3594,114946,202087,56.87 %
904,Narowal-I,NA-115,Muhammad Jabran Khan,Independent,149,111256,3594,114946,202087,56.87 %
905,Narowal-I,NA-115,Muhammad Naseer Khan,Pakistan Muslim League,40205,111256,3594,114946,202087,56.87 %
906,Narowal-I,NA-115,Sumaira Naz,Pakistan Muslim League (N),59688,111256,3594,114946,202087,56.87 %
907,Narowal-I,NA-115,Tariq Ashrif Kahloon,Pakistan Peoples Party Parliamentarians,10960,111256,3594,114946,202087,56.87 %
908,Narowal-II,NA-116,Ch.Muhammd Tariq Anees,Independent,45097,114350,6537,120887,224956,53.73 %
909,Narowal-II,NA-116,Daniyal Aziz,Pakistan Muslim League,37138,114350,6537,120887,224956,53.73 %
910,Narowal-II,NA-116,Dr.Hafiz Shabbir Ahmed,Pakistan Muslim League (N),22369,114350,6537,120887,224956,53.73 %
911,Narowal-II,NA-116,Gulzar Ahmed Chaudhary,Pakistan Peoples Party Parliamentarians,9553,114350,6537,120887,224956,53.73 %
912,Narowal-II,NA-116,Surraya Asghar,Independent,193,114350,6537,120887,224956,53.73 %
913,Narowal-III,NA-117,Ahsan Iqbal,Pakistan Muslim League (N),66633,113809,4247,118055,213474,55.30 %
914,Narowal-III,NA-117,Ibne Saeed Ch.,Pakistan Peoples Party Parliamentarians,10604,113809,4247,118055,213474,55.30 %
915,Narowal-III,NA-117,Mujtba Jamal,Independent,130,113809,4247,118055,213474,55.30 %
916,Narowal-III,NA-117,Nadir Zia Kahloon,Independent,211,113809,4247,118055,213474,55.30 %
917,Narowal-III,NA-117,Rifat Javed Kahloon,Pakistan Muslim League,36231,113809,4247,118055,213474,55.30 %
918,Lahore-I,NA-118,Ch. Muhammad Sagheer Anwar,Independent,189,92862,1758,94620,250850,37.7 %
919,Lahore-I,NA-118,Ch. Wahid Ahmad,Independent,98,92862,1758,94620,250850,37.7 %
920,Lahore-I,NA-118,Dr. Asad Ashraf,Independent,128,92862,1758,94620,250850,37.7 %
921,Lahore-I,NA-118,Inam Ullah Khan,Independent,248,92862,1758,94620,250850,37.7 %
922,Lahore-I,NA-118,Jahangir Ashraf Vaince,Independent,177,92862,1758,94620,250850,37.7 %
923,Lahore-I,NA-118,Mian Muhammad Azhar,Pakistan Muslim League,11075,92862,1758,94620,250850,37.7 %
924,Lahore-I,NA-118,Muhammad Riaz,Pakistan Muslim League (N),55900,92862,1758,94620,250850,37.7 %
925,Lahore-I,NA-118,Muhammad Safdar Sheikh,Independent,113,92862,1758,94620,250850,37.7 %
926,Lahore-I,NA-118,Rana Ahsan Sharafat,Independent,41,92862,1758,94620,250850,37.7 %
927,Lahore-I,NA-118,Rana Farhat Ali Advocate,Muttahida Qaumi Movement Pakistan,93,92862,1758,94620,250850,37.7 %
928,Lahore-I,NA-118,Shahid Naeem Advocate,Punjab National Party,88,92862,1758,94620,250850,37.7 %
929,Lahore-I,NA-118,Syed Asif Hashmi,Pakistan Peoples Party Parliamentarians,24712,92862,1758,94620,250850,37.7 %
930,Lahore-III,NA-120,"Azhar Khan Lodhi,",Independent,19,96275,1160,97433,268552,36.28 %
931,Lahore-III,NA-120,Bilal Yaseen,Pakistan Muslim League (N),65946,96275,1160,97433,268552,36.28 %
932,Lahore-III,NA-120,Gull Muhammad Bhatti (Retired),Azad Pakistan Party,703,96275,1160,97433,268552,36.28 %
933,Lahore-III,NA-120,Hafiz Sana Ullah,MUTTHIDA MAJLIS-E-AMAL PAKISTAN,843,96275,1160,97433,268552,36.28 %
934,Lahore-III,NA-120,Jahangir Badar,Pakistan Peoples Party Parliamentarians,24380,96275,1160,97433,268552,36.28 %
935,Lahore-III,NA-120,Kh. Tahir Zia,Pakistan Muslim League,4270,96275,1160,97433,268552,36.28 %
936,Lahore-III,NA-120,Maqsood Ahmed Awan,Muttahida Qaumi Movement Pakistan,73,96275,1160,97433,268552,36.28 %
937,Lahore-III,NA-120,Muazzam Iqbal Gill  Advocate,Independent,41,96275,1160,97433,268552,36.28 %
938,Lahore-IV,NA-121,Abdul Karim Butt,Independent,69,108453,1861,109989,303962,36.18 %
939,Lahore-IV,NA-121,Aurangzeb Shaafi Burki,Pakistan Peoples Party Parliamentarians,27934,108453,1861,109989,303962,36.18 %
940,Lahore-IV,NA-121,Hafiz Muhammad Ejaz-ul-Haq Ch.,MUTTHIDA MAJLIS-E-AMAL PAKISTAN,128,108453,1861,109989,303962,36.18 %
941,Lahore-IV,NA-121,Khawaja Ahmad Hassan,Independent,54,108453,1861,109989,303962,36.18 %
942,Lahore-IV,NA-121,Mian Margoob Ahmad,Pakistan Muslim League (N),72227,108453,1861,109989,303962,36.18 %
943,Lahore-IV,NA-121,Mian Muhammad Asif,Pakistan Muslim League,7559,108453,1861,109989,303962,36.18 %
944,Lahore-IV,NA-121,Monazza Abdul Razzaq,Independent,329,108453,1861,109989,303962,36.18 %
945,Lahore-IV,NA-121,Muhammad Arshad Khan Niazi,Independent,153,108453,1861,109989,303962,36.18 %
946,Lahore-V,NA-122,Agha Muhammad Naved,Muttahida Qaumi Movement Pakistan,134,116359,1653,118060,331381,35.62 %
947,Lahore-V,NA-122,Ch. Muhammad Ali Advocate,Independent,104,116359,1653,118060,331381,35.62 %
948,Lahore-V,NA-122,Gul Muhammad Bhatti,Azad Pakistan Party,789,116359,1653,118060,331381,35.62 %
949,Lahore-V,NA-122,Kh. Ahmad Hassan,Independent,67,116359,1653,118060,331381,35.62 %
950,Lahore-V,NA-122,Mian Asad Munir,Independent,41,116359,1653,118060,331381,35.62 %
951,Lahore-V,NA-122,Mian Muhammad Jehangir,Pakistan Muslim League,10657,116359,1653,118060,331381,35.62 %
952,Lahore-V,NA-122,Mian Omer Misbah-ul-Rehman,Pakistan Peoples Party Parliamentarians,24963,116359,1653,118060,331381,35.62 %
953,Lahore-V,NA-122,Prof. Abdul Rehman Ludhanvi,MUTTHIDA MAJLIS-E-AMAL PAKISTAN,84,116359,1653,118060,331381,35.62 %
954,Lahore-V,NA-122,Sardar Ayaz Sadiq,Pakistan Muslim League (N),79506,116359,1653,118060,331381,35.62 %
955,Lahore-V,NA-122,Syed Zaeem Hussain Qadri,Independent,14,116359,1653,118060,331381,35.62 %
956,Lahore-VI,NA-123,Abid Hussain Siddiqui,Independent,2,0,0,0,288994,0 %
957,Lahore-VI,NA-123,Agha Javaid Iqbal Kashmiri,Independent,9,0,0,0,288994,0 %
958,Lahore-VI,NA-123,Asghar Ali Hashmi,Independent,3,0,0,0,288994,0 %
959,Lahore-VI,NA-123,Azhar Mehmood Mian Advocate,Independent,2,0,0,0,288994,0 %
960,Lahore-VI,NA-123,Babu Ashhar Jhangir Advocate,Independent,441,0,0,0,288994,0 %
961,Lahore-VI,NA-123,Burhan-ul-Muqtadar,Independent,20,0,0,0,288994,0 %
962,Lahore-VI,NA-123,Ch. Awais Latif,Awami Muslim League Pakistan,3,0,0,0,288994,0 %
963,Lahore-VI,NA-123,Ch. Muhammad Ilyas Gujjar,Independent,4,0,0,0,288994,0 %
964,Lahore-VI,NA-123,Ch. Muhammad Shaukat,Pasban,37,0,0,0,288994,0 %
965,Lahore-VI,NA-123,Chaudhary Akhtar Ali,Independent,3,0,0,0,288994,0 %
966,Lahore-VI,NA-123,Chaudhary Ghulam Mustafa,Independent,17,0,0,0,288994,0 %
967,Lahore-VI,NA-123,Hafiz Muhammad Nasir,Independent,3,0,0,0,288994,0 %
968,Lahore-VI,NA-123,Hafiz Salman Butt,Independent,3257,0,0,0,288994,0 %
969,Lahore-VI,NA-123,Haji Muhammad Ahmad,Independent,29,0,0,0,288994,0 %
970,Lahore-VI,NA-123,Haji Muhammad Akram,Independent,60,0,0,0,288994,0 %
971,Lahore-VI,NA-123,Haji Muhammad Naeem,Independent,39,0,0,0,288994,0 %
972,Lahore-VI,NA-123,Hakim Mueen-ud-Din Qureshi,Independent,68,0,0,0,288994,0 %
973,Lahore-VI,NA-123,Imran Butt,Independent,5,0,0,0,288994,0 %
974,Lahore-VI,NA-123,Kashif Rana,Independent,5,0,0,0,288994,0 %
975,Lahore-VI,NA-123,Malik Asghar Ali Billo,Independent,49,0,0,0,288994,0 %
976,Lahore-VI,NA-123,Malik Azhar Ali Mughal,Independent,4,0,0,0,288994,0 %
977,Lahore-VI,NA-123,Malik Bashir Ahmad Nizami,Independent,136,0,0,0,288994,0 %
978,Lahore-VI,NA-123,Malik Javaid Shahbaz Heera,Independent,12,0,0,0,288994,0 %
979,Lahore-VI,NA-123,Manzoor Ali Bhatti,Independent,17,0,0,0,288994,0 %
980,Lahore-VI,NA-123,Masood Ahmad Saeed,Independent,10,0,0,0,288994,0 %
981,Lahore-VI,NA-123,Mian Hamid Miraj,Independent,9192,0,0,0,288994,0 %
982,Lahore-VI,NA-123,Mian Ijaz Ahmad Momin Jee,Independent,6,0,0,0,288994,0 %
983,Lahore-VI,NA-123,Mian Sohail Ismail,Pakistan Amn Party,15,0,0,0,288994,0 %
984,Lahore-VI,NA-123,Mian Tahir Siddique,Pakistan Muslim League,16,0,0,0,288994,0 %
985,Lahore-VI,NA-123,Mian Usman Arif,Independent,207,0,0,0,288994,0 %
986,Lahore-VI,NA-123,Mohammad Pervaiz Malik,Pakistan Muslim League (N),44146,0,0,0,288994,0 %
987,Lahore-VI,NA-123,Muhammad Amjad Rabbani,Independent,24,0,0,0,288994,0 %
988,Lahore-VI,NA-123,Muhammad Ikram Sindhu,Independent,28,0,0,0,288994,0 %
989,Lahore-VI,NA-123,Muhammad Imran Chishti,Independent,3,0,0,0,288994,0 %
990,Lahore-VI,NA-123,Muhammad Iqbal,Independent,7,0,0,0,288994,0 %
991,Lahore-VI,NA-123,Muhammad Nawaz,Independent,13,0,0,0,288994,0 %
992,Lahore-VI,NA-123,Muhammad Sajid Latif,Independent,257,0,0,0,288994,0 %
993,Lahore-VI,NA-123,Muhammad Shahbaz Rehmani,Independent,2,0,0,0,288994,0 %
994,Lahore-VI,NA-123,Muhammad Shakeel,Independent,9,0,0,0,288994,0 %
995,Lahore-VI,NA-123,Nadeem Shahzad Chaudhary,Independent,4,0,0,0,288994,0 %
996,Lahore-VI,NA-123,Nawab Doctor Amber Shahzada,Independent,2,0,0,0,288994,0 %
997,Lahore-VI,NA-123,Nighat Bashir Khan,Independent,47,0,0,0,288994,0 %
998,Lahore-VI,NA-123,Osama Shakoor Rana,Independent,4,0,0,0,288994,0 %
999,Lahore-VI,NA-123,Pir Syed Muhammad Masoom Hussain Shah,Jamiat Ulema-e-Pakistan (Niazi),4,0,0,0,288994,0 %
1000,Lahore-VI,NA-123,Qazi Kamran Gujjar,Independent,1,0,0,0,288994,0 %
1001,Lahore-VI,NA-123,Raja Asad Iqbal,Independent,22,0,0,0,288994,0 %
1002,Lahore-VI,NA-123,Rana Ilam-ud-Din Ghazi Advocate,Pakistan Tehrek-e-Inqalab,5,0,0,0,288994,0 %
1003,Lahore-VI,NA-123,Rana Naek Muhammad,Independent,12,0,0,0,288994,0 %
1004,Lahore-VI,NA-123,Rana Zafar Ali,Independent,9,0,0,0,288994,0 %
1005,Lahore-VI,NA-123,Sarfraz Qureshi,Independent,1,0,0,0,288994,0 %
1006,Lahore-VI,NA-123,Shabbir Ahmed Bhatti,Independent,100,0,0,0,288994,0 %
1007,Lahore-VI,NA-123,Shahzada Ahsan Ashraf,Independent,13,0,0,0,288994,0 %
1008,Lahore-VI,NA-123,Shoaib Ullah Cheema,Independent,8,0,0,0,288994,0 %
1009,Lahore-VI,NA-123,Syed Abid Ali Shah,Independent,68,0,0,0,288994,0 %
1010,Lahore-VI,NA-123,Syed Shakir Ali Shah,Independent,6,0,0,0,288994,0 %
1011,Lahore-VI,NA-123,Talib Hussain,Pakistan Muslim League,0,0,0,0,288994,0 %
1012,Lahore-VI,NA-123,Yousaf Shaukat,Independent,2,0,0,0,288994,0 %
1013,Lahore-VII,NA-124,Ayaz Imran,Pakistan Peoples Party Parliamentarians,23412,106458,2030,108266,275697,39 %
1014,Lahore-VII,NA-124,Haji Muhammad Ejaz,Independent,231,106458,2030,108266,275697,39 %
1015,Lahore-VII,NA-124,Hamayun Akhtar Khan,Pakistan Muslim League,10881,106458,2030,108266,275697,39 %
1016,Lahore-VII,NA-124,Mian Abdul Waheed,Independent,592,106458,2030,108266,275697,39 %
1017,Lahore-VII,NA-124,Qari Muhammad Zawar Bahadur (Retired),MUTTHIDA MAJLIS-E-AMAL PAKISTAN,0,106458,2030,108266,275697,39 %
1018,Lahore-VII,NA-124,Sheikh Rohale Asghar,Pakistan Muslim League (N),71342,106458,2030,108266,275697,39 %
1019,Lahore-VIII,NA-125,Humayun Akhtar Khan,Pakistan Muslim League,13702,110246,1471,111707,311540,35.86 %
1020,Lahore-VIII,NA-125,Jawaid Ameen Khan,Independent,474,110246,1471,111707,311540,35.86 %
1021,Lahore-VIII,NA-125,Khawaja Saad Rafique,Pakistan Muslim League (N),70752,110246,1471,111707,311540,35.86 %
1022,Lahore-VIII,NA-125,Malik Javed Shahbaz Heera,Independent,138,110246,1471,111707,311540,35.86 %
1023,Lahore-VIII,NA-125,Mian Abdul Waheed,Independent,122,110246,1471,111707,311540,35.86 %
1024,Lahore-VIII,NA-125,Muhammad Akbar Jehangir,Independent,39,110246,1471,111707,311540,35.86 %
1025,Lahore-VIII,NA-125,Muhammad Farooq Ahmal,Independent,76,110246,1471,111707,311540,35.86 %
1026,Lahore-VIII,NA-125,Muhammad Naveed Ch.,Pakistan Peoples Party Parliamentarians,24592,110246,1471,111707,311540,35.86 %
1027,Lahore-VIII,NA-125,Noor Naeem Khan,Pakistan Peoples Party (Shaheed Bhutto),182,110246,1471,111707,311540,35.86 %
1028,Lahore-VIII,NA-125,Qari Muhammad Zawar Bahadur,MUTTHIDA MAJLIS-E-AMAL PAKISTAN,72,110246,1471,111707,311540,35.86 %
1029,Lahore-VIII,NA-125,Zaheer Ud Din Bader,Jamiat Ulama-e-Islam (S),97,110246,1471,111707,311540,35.86 %
1030,Lahore-IX,NA-126,Begum Tahira Asif,Muttahida Qaumi Movement Pakistan,517,119684,1156,119748,360304,33.20 %
1031,Lahore-IX,NA-126,Ch. Muhammad Usman,Independent,15,119684,1156,119748,360304,33.20 %
1032,Lahore-IX,NA-126,Dr.Abdul Rehman,Independent,24,119684,1156,119748,360304,33.20 %
1033,Lahore-IX,NA-126,Eng. Syed Muhammad Ilyas,Independent,182,119684,1156,119748,360304,33.20 %
1034,Lahore-IX,NA-126,Hafiz Abdul Rehman Madni,Independent,172,119684,1156,119748,360304,33.20 %
1035,Lahore-IX,NA-126,Khawaja Ahmed Hassan,Independent,28,119684,1156,119748,360304,33.20 %
1036,Lahore-IX,NA-126,Mian Mahmood Ali,Independent,40,119684,1156,119748,360304,33.20 %
1037,Lahore-IX,NA-126,Muhammad Idrees,Pakistan Muslim League,23657,119684,1156,119748,360304,33.20 %
1038,Lahore-IX,NA-126,Mushtaq Sajeel Bhatti,Independent,13,119684,1156,119748,360304,33.20 %
1039,Lahore-IX,NA-126,Nisar Ahmed Janjua,Independent,234,119684,1156,119748,360304,33.20 %
1040,Lahore-IX,NA-126,Sajjad Ahmad,Independent,28,119684,1156,119748,360304,33.20 %
1041,Lahore-IX,NA-126,Syed Hasnat Ahmed,Pakistan Peoples Party Parliamentarians,25056,119684,1156,119748,360304,33.20 %
1042,Lahore-IX,NA-126,Umer Sohail Zia Butt,Pakistan Muslim League (N),69718,119684,1156,119748,360304,33.20 %
1043,Lahore-X,NA-127,Abdul Aleem Khan,Pakistan Muslim League,13707,93052,1338,94390,279080,33.82 %
1044,Lahore-X,NA-127,Aneeqa Meerai Akhtar,Independent,1053,93052,1338,94390,279080,33.82 %
1045,Lahore-X,NA-127,Chaudhry Nasir Ahmed Bhutta,Pakistan Muslim League (N),53602,93052,1338,94390,279080,33.82 %
1046,Lahore-X,NA-127,Dr. Abdul Rehman Shakir,MUTTHIDA MAJLIS-E-AMAL PAKISTAN,235,93052,1338,94390,279080,33.82 %
1047,Lahore-X,NA-127,Dr. Muhammad Riaz,Pakistan Peoples Party Parliamentarians,21698,93052,1338,94390,279080,33.82 %
1048,Lahore-X,NA-127,Dr.Ch.Zahid Akram Nutt,Independent,1,93052,1338,94390,279080,33.82 %
1049,Lahore-X,NA-127,Farooq Amjad Meer,Independent,2277,93052,1338,94390,279080,33.82 %
1050,Lahore-X,NA-127,Major ( R ) Rana Abdul Ghafar Khan,Independent,16,93052,1338,94390,279080,33.82 %
1051,Lahore-X,NA-127,Malik Ehsan Gungial,Independent,112,93052,1338,94390,279080,33.82 %
1052,Lahore-X,NA-127,Rana Intizar Hussain Advocate,Independent,126,93052,1338,94390,279080,33.82 %
1053,Lahore-X,NA-127,Zahir Ahmed,Independent,225,93052,1338,94390,279080,33.82 %
1054,Lahore-XI,NA-128,Babar Iqbal Bhatti,Independent,353,122617,2757,125374,275267,45.54 %
1055,Lahore-XI,NA-128,Malik Ifan Shafi Khokhar,Independent,232,122617,2757,125374,275267,45.54 %
1056,Lahore-XI,NA-128,Malik Karamat Ali Khokhar,Pakistan Peoples Party Parliamentarians,37608,122617,2757,125374,275267,45.54 %
1057,Lahore-XI,NA-128,Malik Muhammad Afzal Khokhar,Pakistan Muslim League (N),65727,122617,2757,125374,275267,45.54 %
1058,Lahore-XI,NA-128,Malik Muhammad Azhar Khurshed,Independent,148,122617,2757,125374,275267,45.54 %
1059,Lahore-XI,NA-128,Malik Zaheer Abbas,Independent,257,122617,2757,125374,275267,45.54 %
1060,Lahore-XI,NA-128,Nazir Malik,Independent,40,122617,2757,125374,275267,45.54 %
1061,Lahore-XI,NA-128,Sardar Aqil Omer,Pakistan Muslim League,18252,122617,2757,125374,275267,45.54 %
1062,Lahore-XII,NA-129,Doctor Chaudhary Zahid Akram Nutt,Independent,74,93717,2437,96154,200935,48 %
1063,Lahore-XII,NA-129,Hafiz Haider Ali Chaudhry,Independent,25,93717,2437,96154,200935,48 %
1064,Lahore-XII,NA-129,Maj.(R) Habib Ullah Warraich,Pakistan Muslim League,29058,93717,2437,96154,200935,48 %
1065,Lahore-XII,NA-129,Naila Josph Dyal,Independent,699,93717,2437,96154,200935,48 %
1066,Lahore-XII,NA-129,Rauy Bashir Ahmad,MUTTHIDA MAJLIS-E-AMAL PAKISTAN,783,93717,2437,96154,200935,48 %
1067,Lahore-XII,NA-129,Sajjad Ahmad,Punjab National Party,556,93717,2437,96154,200935,48 %
1068,Lahore-XII,NA-129,Sardar Adil Umar,Pakistan Muslim League (N),25918,93717,2437,96154,200935,48 %
1069,Lahore-XII,NA-129,Tariq Shabbir Advocate,Pakistan Peoples Party Parliamentarians,36604,93717,2437,96154,200935,48 %
1070,Lahore-XIII,NA-130,Amir Shehzad Khan,Independent,24,98851,0,98851,226575,43.62 %
1071,Lahore-XIII,NA-130,Ch. Muhammad Ashiq Dyial,Pakistan Muslim League,12613,98851,0,98851,226575,43.62 %
1072,Lahore-XIII,NA-130,Ch. Muhammad Saleem,Independent,169,98851,0,98851,226575,43.62 %
1073,Lahore-XIII,NA-130,Engineer Rana Anam Ullah,Independent,29,98851,0,98851,226575,43.62 %
1074,Lahore-XIII,NA-130,Rana Muhammad Ashraf Adv.,Independent,283,98851,0,98851,226575,43.62 %
1075,Lahore-XIII,NA-130,Sadia Shabir,Pakistan Muslim League (N),41041,98851,0,98851,226575,43.62 %
1076,Lahore-XIII,NA-130,Samina Khalid Ghurki,Pakistan Peoples Party Parliamentarians,44692,98851,0,98851,226575,43.62 %
1077,Sheikhupura-I,NA-131,Ahmed Atiq Anwar,Independent,345,123186,1100,124286,221111,56.20 %
1078,Sheikhupura-I,NA-131,Brdg: (R) Zulfiqar Ahmed Dhillon,Pakistan Muslim League,2587,123186,1100,124286,221111,56.20 %
1079,Sheikhupura-I,NA-131,Ijaz Ahmed Sehol,Independent,251,123186,1100,124286,221111,56.20 %
1080,Sheikhupura-I,NA-131,Imran Ashraf Gujjar,Independent,69,123186,1100,124286,221111,56.20 %
1081,Sheikhupura-I,NA-131,Rana Afzaal Hussain,Pakistan Muslim League (N),119180,123186,1100,124286,221111,56.20 %
1082,Sheikhupura-I,NA-131,Rana Ijaz Hussain,Independent,68,123186,1100,124286,221111,56.20 %
1083,Sheikhupura-I,NA-131,Umar Aftab Dhillon,Independent,474,123186,1100,124286,221111,56.20 %
1084,Sheikhupura-I,NA-131,Zubair Rasool Sehol,Independent,64,123186,1100,124286,221111,56.20 %
1085,Sheikhupura-I,NA-131,Zulfiqar Ali Alies Mithu,Independent,148,123186,1100,124286,221111,56.20 %
1086,Sheikhupura-Cum-Nankana Sahib-I (Old Sheikhupura-I,NA-132,Khawar Ikram Bhatti,Independent,210,108107,5112,113219,229477,49.34 %
1087,Sheikhupura-Cum-Nankana Sahib-I (Old Sheikhupura-I,NA-132,Maj(R) Javaid Nasarullah,Independent,47,108107,5112,113219,229477,49.34 %
1088,Sheikhupura-Cum-Nankana Sahib-I (Old Sheikhupura-I,NA-132,Malik Javaid Shahbaz Heera,Independent,87,108107,5112,113219,229477,49.34 %
1089,Sheikhupura-Cum-Nankana Sahib-I (Old Sheikhupura-I,NA-132,Mian Abdul WAheed.,Independent,641,108107,5112,113219,229477,49.34 %
1090,Sheikhupura-Cum-Nankana Sahib-I (Old Sheikhupura-I,NA-132,Mian Walid Ahmad Sharqpuri.,Independent,457,108107,5112,113219,229477,49.34 %
